1;1;-8;3;15;50;150;false
2;1;-4;2;15;50;100;false
3;1;0;1;15;50;50;false
4;1;4;2;15;50;100;false
5;1;8;3;15;50;150;false
6;2;-8;3;15;50;300;false
7;2;-4;2;15;50;200;false
8;2;0;1;15;50;100;false
9;2;4;2;15;50;200;false
10;2;8;3;15;50;300;false
11;4;-8;3;15;50;600;false
12;4;-4;2;15;50;400;false
13;4;0;1;15;50;200;false
14;4;4;2;15;50;400;false
15;4;8;3;15;50;600;false
16;1;-8;3;60;50;150;false
17;1;-4;2;60;50;100;false
18;1;0;1;60;50;50;false
19;1;4;2;60;50;100;false
20;1;8;3;60;50;150;false
21;2;-8;3;60;50;300;false
22;2;-4;2;60;50;200;false
23;2;0;1;60;50;100;false
24;2;4;2;60;50;200;false
25;2;8;3;60;50;300;false
26;4;-8;3;60;50;600;false
27;4;-4;2;60;50;400;false
28;4;0;1;60;50;200;false
29;4;4;2;60;50;400;false
30;4;8;3;60;50;600;false
31;1;-8;3;105;50;150;false
32;1;-4;2;105;50;100;false
33;1;0;1;105;50;50;false
34;1;4;2;105;50;100;false
35;1;8;3;105;50;150;false
36;2;-8;3;105;50;300;false
37;2;-4;2;105;50;200;false
38;2;0;1;105;50;100;false
39;2;4;2;105;50;200;false
40;2;8;3;105;50;300;false
41;4;-8;3;105;50;600;false
42;4;-4;2;105;50;400;false
43;4;0;1;105;50;200;false
44;4;4;2;105;50;400;false
45;4;8;3;105;50;600;false
46;1;-8;3;150;50;150;false
47;1;-4;2;150;50;100;false
48;1;0;1;150;50;50;false
49;1;4;2;150;50;100;false
50;1;8;3;150;50;150;false
51;2;-8;3;150;50;300;false
52;2;-4;2;150;50;200;false
53;2;0;1;150;50;100;false
54;2;4;2;150;50;200;false
55;2;8;3;150;50;300;false
56;4;-8;3;150;50;600;false
57;4;-4;2;150;50;400;false
58;4;0;1;150;50;200;false
59;4;4;2;150;50;400;false
60;4;8;3;150;50;600;false
61;1;-8;3;195;50;150;false
62;1;-4;2;195;50;100;false
63;1;0;1;195;50;50;false
64;1;4;2;195;50;100;false
65;1;8;3;195;50;150;false
66;2;-8;3;195;50;300;false
67;2;-4;2;195;50;200;false
68;2;0;1;195;50;100;false
69;2;4;2;195;50;200;false
70;2;8;3;195;50;300;false
71;4;-8;3;195;50;600;false
72;4;-4;2;195;50;400;false
73;4;0;1;195;50;200;false
74;4;4;2;195;50;400;false
75;4;8;3;195;50;600;false
76;1;-8;3;240;50;150;false
77;1;-4;2;240;50;100;false
78;1;0;1;240;50;50;false
79;1;4;2;240;50;100;false
80;1;8;3;240;50;150;false
81;2;-8;3;240;50;300;false
82;2;-4;2;240;50;200;false
83;2;0;1;240;50;100;false
84;2;4;2;240;50;200;false
85;2;8;3;240;50;300;false
86;4;-8;3;240;50;600;false
87;4;-4;2;240;50;400;false
88;4;0;1;240;50;200;false
89;4;4;2;240;50;400;false
90;4;8;3;240;50;600;false
91;1;-8;3;285;50;150;false
92;1;-4;2;285;50;100;false
93;1;0;1;285;50;50;false
94;1;4;2;285;50;100;false
95;1;8;3;285;50;150;false
96;2;-8;3;285;50;300;false
97;2;-4;2;285;50;200;false
98;2;0;1;285;50;100;false
99;2;4;2;285;50;200;false
100;2;8;3;285;50;300;false
101;4;-8;3;285;50;600;false
102;4;-4;2;285;50;400;false
103;4;0;1;285;50;200;false
104;4;4;2;285;50;400;false
105;4;8;3;285;50;600;false
106;1;-8;3;330;50;150;false
107;1;-4;2;330;50;100;false
108;1;0;1;330;50;50;false
109;1;4;2;330;50;100;false
110;1;8;3;330;50;150;false
111;2;-8;3;330;50;300;false
112;2;-4;2;330;50;200;false
113;2;0;1;330;50;100;false
114;2;4;2;330;50;200;false
115;2;8;3;330;50;300;false
116;4;-8;3;330;50;600;false
117;4;-4;2;330;50;400;false
118;4;0;1;330;50;200;false
119;4;4;2;330;50;400;false
120;4;8;3;330;50;600;false
